ticker,slope_window,consec,slope_entry_thr,slope_exit_thr,consec_rises_kill,rise_kill_pct,rise_kill_window,carry_ann,other_daily_fee_ann,fee_per_trade,slippage_per_trade,buffer20,grace_days,slope_source,trades,win_rate,total_pct_return,avg_pct_return,avg_win,avg_loss,expectancy_per_trade,median_holding_days,avg_MFE_pct,avg_MAE_pct,max_draw_trade_pct,best_trade_pct,net_expectancy_per_trade,window_start,window_end,window_months,roll_seq,min_trades_window,run_id,run_mode,created_utc,window_mode
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,40,0.375,0.030542,0.000764,0.012889,-0.006512,0.000764,10.5,0.008768,0.005652,-0.017615,0.039819,-0.001333,2023-05-08,2025-08-08,27,3,40,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.38,0.034274,0.000685,0.012652,-0.006649,0.000685,10.0,0.009761,0.005976,-0.017615,0.039819,-0.001339,2022-08-04,2025-06-04,34,0,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,27,0.407407,0.020427,0.000757,0.010888,-0.006209,0.000757,9.0,0.010156,0.00555,-0.016609,0.036164,-0.001349,2022-08-04,2024-02-05,18,0,27,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,34,0.382353,0.019847,0.000584,0.011695,-0.006294,0.000584,9.0,0.008463,0.00516,-0.021926,0.039819,-0.001352,2022-11-04,2024-10-04,23,1,34,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,36,0.388889,0.02273,0.000631,0.011006,-0.00597,0.000631,10.5,0.00859,0.005137,-0.015222,0.039819,-0.001368,2023-05-08,2025-05-08,24,3,36,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,24,0.333333,0.015031,0.000626,0.012271,-0.005196,0.000626,9.5,0.008357,0.004765,-0.013724,0.039819,-0.001369,2023-05-08,2024-09-09,16,3,24,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,24,0.375,0.01055,0.00044,0.012942,-0.007062,0.00044,10.5,0.008773,0.005944,-0.017615,0.039819,-0.001386,2024-02-08,2025-06-09,16,6,24,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,,,0.053,0.0,0.00016,2e-05,0.002,2,log_price,22,0.318182,0.015007,0.000682,0.013469,-0.005285,0.000682,10.0,0.008903,0.004979,-0.011151,0.03881,-0.001392,2023-05-08,2024-08-08,15,3,22,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,53,0.415094,0.038276,0.000722,0.011949,-0.007245,0.000722,11.0,0.008536,0.005656,-0.021926,0.039819,-0.001408,2022-11-04,2026-01-05,38,1,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.38,0.031973,0.000639,0.012815,-0.006823,0.000639,10.0,0.008613,0.00574,-0.021926,0.039819,-0.001414,2022-11-04,2025-09-04,34,1,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,21,0.52381,0.014686,0.000699,0.009428,-0.008903,0.000699,12.0,0.007888,0.00614,-0.017615,0.029401,-0.001444,2024-08-08,2025-10-08,14,8,21,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,27,0.296296,0.014972,0.000555,0.015752,-0.005844,0.000555,9.0,0.008348,0.00548,-0.013724,0.058906,-0.001465,2023-02-06,2024-08-06,18,2,27,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,20,0.4,0.010528,0.000526,0.012341,-0.00735,0.000526,8.0,0.010466,0.006545,-0.016609,0.036164,-0.001469,2022-08-04,2023-09-04,13,0,20,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,27,0.518519,0.017204,0.000637,0.009247,-0.008635,0.000637,12.0,0.00734,0.005926,-0.017615,0.029401,-0.001479,2024-08-08,2026-02-09,18,8,27,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.4,0.028284,0.000566,0.012383,-0.007313,0.000566,10.5,0.009821,0.006138,-0.023633,0.038644,-0.001496,2022-08-04,2025-05-05,33,0,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.44,0.030984,0.00062,0.01042,-0.007081,0.00062,12.0,0.008251,0.005412,-0.017615,0.038644,-0.001497,2023-05-08,2026-03-09,34,3,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,20,0.5,0.010412,0.000521,0.009944,-0.008903,0.000521,11.5,0.007829,0.006447,-0.017615,0.029401,-0.001547,2024-08-08,2025-09-08,13,8,20,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,51,0.392157,0.030203,0.000592,0.011815,-0.006648,0.000592,11.0,0.008365,0.005578,-0.017615,0.039819,-0.001569,2023-02-06,2026-02-06,36,2,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,22,0.409091,0.012905,0.000587,0.011667,-0.007084,0.000587,9.0,0.01092,0.006162,-0.016609,0.036164,-0.001573,2022-08-04,2023-11-06,15,0,22,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,2,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,22,0.5,0.00523,0.000238,0.007706,-0.007231,0.000238,7.0,0.007228,0.005012,-0.013561,0.021822,-0.001579,2022-11-04,2024-01-04,14,1,21,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,40,0.375,0.016082,0.000402,0.011047,-0.005985,0.000402,10.0,0.008469,0.005201,-0.015222,0.039819,-0.001582,2023-02-06,2025-05-06,27,2,40,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,25,0.4,0.009599,0.000384,0.010711,-0.006501,0.000384,7.0,0.009785,0.005921,-0.016609,0.036164,-0.001637,2022-08-04,2023-12-04,16,0,24,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,46,0.391304,0.012069,0.000262,0.01101,-0.006647,0.000262,10.5,0.008313,0.00555,-0.021926,0.039819,-0.001641,2022-11-04,2025-06-04,31,1,46,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,23,0.434783,0.008685,0.000378,0.009316,-0.006498,0.000378,9.0,0.007701,0.005167,-0.021926,0.018898,-0.001665,2022-11-04,2024-02-05,15,1,22,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.38,0.018761,0.000375,0.013014,-0.007371,0.000375,10.5,0.008644,0.006154,-0.023633,0.03926,-0.001704,2022-11-04,2025-08-04,33,1,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,42,0.380952,0.018317,0.000436,0.012413,-0.006935,0.000436,11.0,0.008629,0.005889,-0.017615,0.03926,-0.001704,2023-05-08,2025-09-08,28,3,42,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,22,0.363636,0.006046,0.000275,0.012341,-0.00662,0.000275,8.0,0.009682,0.006147,-0.016609,0.036164,-0.001707,2022-08-04,2023-10-04,14,0,21,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.38,0.021803,0.000436,0.011994,-0.006648,0.000436,11.0,0.008365,0.005562,-0.017615,0.039819,-0.001719,2023-02-06,2026-01-06,35,2,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,28,0.357143,0.010796,0.000386,0.01239,-0.006283,0.000386,8.0,0.00991,0.005911,-0.016609,0.036164,-0.001744,2022-08-04,2024-03-04,19,0,28,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,18,0.444444,0.00682,0.000379,0.012962,-0.009687,0.000379,8.5,0.011394,0.007717,-0.023633,0.036164,-0.001745,2022-08-04,2023-08-04,12,0,18,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,20,0.45,0.006694,0.000335,0.011373,-0.008696,0.000335,11.0,0.007647,0.006623,-0.017615,0.029401,-0.001755,2024-11-08,2025-12-08,13,9,20,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,30,0.366667,0.007073,0.000236,0.010238,-0.005555,0.000236,10.5,0.007978,0.004958,-0.013724,0.039819,-0.001779,2023-05-08,2025-01-08,20,3,30,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,33,0.363636,0.007494,0.000227,0.012633,-0.006862,0.000227,10.0,0.008388,0.005834,-0.023633,0.038644,-0.001788,2022-11-04,2024-09-04,22,1,33,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,46,0.391304,0.016573,0.00036,0.011949,-0.00709,0.00036,11.5,0.008541,0.005773,-0.017615,0.03926,-0.001815,2023-05-08,2025-12-08,31,3,46,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,36,0.388889,0.007707,0.000214,0.011356,-0.006876,0.000214,10.5,0.008241,0.005724,-0.023633,0.038644,-0.001817,2022-11-04,2024-11-04,24,1,36,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
