window_start,window_end,window_months,param_tests,pct_params_outperform,avg_diff_nav,median_diff_nav,best_diff_nav,worst_diff_nav
2019-08-19,2021-12-20,28,36,100.0,2792.740440691341,2780.175861490832,6662.466505301694,247.80915000000095
2020-03-24,2021-02-24,11,36,100.0,2780.262485398839,2794.2993281424933,5183.19478428,437.53434999999445
2019-10-21,2021-12-21,26,36,100.0,2773.732709660695,3000.9636026574954,4645.327132048085,267.32915000000503
2019-11-21,2021-12-21,25,36,100.0,2773.732709660695,3000.9636026574954,4645.327132048085,267.32915000000503
2020-04-24,2022-07-25,27,36,100.0,2770.5511022346004,2687.914948978676,5180.8265246539595,435.8680000000022
2020-04-24,2022-10-24,30,36,100.0,2767.811311229187,2773.9336709272357,5134.561389314455,483.4659075000018
2019-12-23,2022-01-24,25,36,100.0,2757.223782286212,2982.451008057258,4616.808647682512,265.90090000000055
2019-08-19,2021-09-20,25,36,100.0,2756.963442561071,2740.319641978367,6600.671966841372,244.71450000000186
2020-02-24,2021-10-25,20,36,100.0,2745.14052167411,2969.6191955781287,4572.685795499994,296.3711500000063
2020-02-24,2021-02-24,12,36,100.0,2745.0313238893123,2821.7132924219986,4409.6319539999895,315.6531499999983
2019-08-19,2023-10-19,50,36,100.0,2742.0096627796584,2629.4662594406327,6593.832190510126,264.1511874999924
2020-04-24,2022-01-24,21,36,100.0,2738.8420594275585,2702.192199509249,5038.147357403992,423.0133500000011
2019-12-23,2021-02-23,14,36,100.0,2731.870651330415,2857.7655066223524,4832.865152549974,277.08920000000217
2020-03-24,2021-11-24,20,36,100.0,2719.9403668322752,2787.270794019343,4859.4691973304,404.44549999999435
2019-05-16,2021-04-16,23,36,100.0,2718.7510780747302,2354.803397211759,6701.49015964361,160.92120000000432
2019-08-19,2022-09-20,37,36,100.0,2717.44474450176,2599.089759075363,6698.392046352448,274.3635324999923
2020-01-23,2021-11-23,22,36,100.0,2710.649382851885,2852.6274089687467,4527.918719868838,285.42089999999735
2019-12-23,2024-03-25,51,36,100.0,2709.3982719318633,2854.2078586677126,4481.251647165416,292.9313350000011
2019-12-23,2022-08-23,32,36,100.0,2706.6537066477435,2843.546104454643,4633.285965516057,307.7855574999994
2019-12-23,2021-12-23,24,36,100.0,2704.9436821157947,2923.8257395488654,4526.496952348163,261.37795000000915
2020-04-24,2021-12-24,20,36,100.0,2696.618617580622,2661.633360724496,4962.531641406,418.72845000000234
2019-10-21,2022-10-21,36,36,100.0,2694.701302962286,2828.1943088304724,4614.332261413052,305.9288649999944
2019-11-21,2022-10-21,35,36,100.0,2694.701302962286,2828.1943088304724,4614.332261413052,305.9288649999944
2020-04-24,2024-03-25,47,36,100.0,2690.408822115467,2693.3248476843037,4842.604480723523,450.04378500000166
2019-09-19,2022-07-19,34,36,100.0,2677.4935803881963,2832.0324592777033,4619.0067016791945,266.1389500000005
2019-05-16,2022-12-16,43,36,100.0,2653.4145608785384,2265.4181249670073,6918.591990497611,122.57143749999523
2019-09-19,2023-08-21,47,36,100.0,2629.8030812854086,2770.835692640212,4371.7536585262715,282.25479249999626
2019-10-21,2023-08-21,46,36,100.0,2629.8030812854086,2770.835692640212,4371.7536585262715,282.25479249999626
2019-11-21,2023-08-21,45,36,100.0,2629.8030812854086,2770.835692640212,4371.7536585262715,282.25479249999626
2019-06-17,2023-09-18,51,36,100.0,2626.8743668974776,2239.3714722495024,6674.819674545484,157.85034999999334
2019-07-17,2023-09-18,50,36,100.0,2626.8743668974776,2239.3714722495024,6674.819674545484,157.85034999999334
2020-03-24,2022-07-25,28,36,100.0,2597.2662449116683,2582.343132032416,4730.650567257784,400.63674999999785
2020-03-24,2022-10-24,31,36,100.0,2593.7058079069247,2613.7781292936634,4683.9819725201305,448.2346575000047
2020-02-24,2021-11-24,21,36,100.0,2591.04235829887,2822.107673106246,4362.849289199992,282.5642999999982
2019-09-19,2021-03-19,18,36,100.0,2572.9773769942963,2690.2050458451995,4529.996231190722,261.85405000000173
2020-01-23,2022-07-25,30,36,100.0,2569.245795109864,2710.739824148055,4392.544213719892,278.7555500000017
2019-06-17,2021-04-19,22,36,100.0,2567.8358267645026,2112.7896927737966,6400.886331268062,176.15635000000475
2019-07-17,2021-04-19,21,36,100.0,2567.8358267645026,2112.7896927737966,6400.886331268062,176.15635000000475
2020-01-23,2022-10-24,33,36,100.0,2563.487645715892,2678.6844994481253,4345.086797578988,326.35345750000124
2020-06-26,2023-10-26,40,36,100.0,2556.8810698761777,2606.9551759378846,5841.458677472387,62.84494999999879
